PERIOD  Code,PERIOD  Detail,SHOPNAME,PRODUCT,BRAND,MODEL,SALES,PRICE,CHANNELNAME,SHOPSIZE1,REGION,CITY,RAM,ROM,cluster_label,segment
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,OPPO,A60 256/8GB CPH2631 DUAL LTE,4.0,3000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,OPPO,RENO 12 256/12GB CPH2625 DUAL NFC 5G,1.0,6999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,OPPO,RENO12 F 256/12GB CPH2637 DUAL NFC 5G,1.0,5300000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REALME,13 128/8GB DUAL NFC LTE,1.0,3000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REALME,13 256/8GB DUAL NFC LTE,1.0,3200000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REALME,C51S 128/6GB DUAL LTE,5.0,1600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REALME,C63 128/6GB DUAL NFC LTE,3.0,2000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REALME,C65 256/8GB DUAL LTE,1.0,2700000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REALME,NOTE 50 64/4GB DUAL LTE,1.0,1350000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REALME,NOTE 60 128/6GB DUAL LTE,3.0,1600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REDMI,13 128/8GB DUAL NFC LTE,1.0,1900000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REDMI,13 256/8GB DUAL NFC LTE,3.0,2100000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REDMI,13C 128/6GB DUAL NFC LTE,5.0,1500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,4.0,1800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REDMI,A3 128/4GB DUAL LTE,5.0,1200000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC 5G,4.0,2800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC LTE,6.0,2400000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REDMI,NOTE 13 PRO 256/8GB DUAL NFC LTE,4.0,3500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,REDMI,NOTE 13 PRO 512/12GB DUAL NFC 5G,1.0,5000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,2,Mid-Range
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,SAMSUNG,GALAXY A05 128/4GB SMA055F DUAL LTE,7.0,1599000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,SAMSUNG,GALAXY A05 128/6GB SMA055F DUAL LTE,1.0,1900000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,2.0,2025000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,SAMSUNG,GALAXY A15 128/8GB SMA155F DUAL NFC LTE,1.0,2565000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA155F DUAL NFC LTE,5.0,3000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA156E DUAL NFC 5G,2.0,3400000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,SAMSUNG,GALAXY A35 256/8GB SMA356E DUAL NFC 5G,1.0,4750000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,SAMSUNG,GALAXY M15 128/6GB SMM156B DUAL 5G,2.0,2700000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,SAMSUNG,GALAXY S23 256/8GB SMS911B DUAL/ESIM NFC 5G,1.0,10500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,VIVO,Y03 64/4GB DUAL LTE,2.0,1300000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,VIVO,Y03T 64/4GB DUAL LTE,3.0,1400000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,VIVO,Y18 128/4GB DUAL LTE,3.0,1800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2408M,24-Aug,OSB PLASA SIMPANG LIMA LT 1,PHABLETS,VIVO,Y28 128/6GB DUAL NFC LTE,1.0,2400000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2408M,24-Aug,PHE  JHE CELLULAR,PHABLETS,OPPO,A16 32/3GB CPH2269 DUAL LTE,1.0,1800000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",3.0,32.0,0,Entry Level
2408M,24-Aug,PHE  JHE CELLULAR,PHABLETS,REALME,C21Y 32/3GB DUAL LTE,1.0,1600000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",3.0,32.0,0,Entry Level
2408M,24-Aug,PHE  JHE CELLULAR,PHABLETS,REDMI,9A 32/3GB DUAL LTE,1.0,1300000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",3.0,32.0,0,Entry Level
2408M,24-Aug,RAGIL CELL,PHABLETS,INFINIX,SMART 6 32/2GB DUAL LTE,4.0,1300000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",2.0,32.0,0,Entry Level
2408M,24-Aug,RAGIL CELL,PHABLETS,REALME,C21Y 32/3GB DUAL LTE,7.0,1625000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",3.0,32.0,0,Entry Level
2408M,24-Aug,RAGIL CELL,PHABLETS,REDMI,9A 32/3GB DUAL LTE,6.0,1480000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",3.0,32.0,0,Entry Level
2408M,24-Aug,RAGIL CELL,PHABLETS,REDMI,9C 32/3GB DUAL LTE,2.0,1580000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",3.0,32.0,0,Entry Level
2408M,24-Aug,RAGIL CELL,PHABLETS,SAMSUNG,GALAXY A03 128/4GB SMA035F DUAL LTE,5.0,2599000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,APPLE,IPHONE 11 128/4GB SIM/ESIM NFC LTE,2.0,8000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,2,Mid-Range
2408M,24-Aug,RATU SELL,PHABLETS,APPLE,IPHONE 11 64/4GB SIM/ESIM NFC LTE,4.0,6249000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,2,Mid-Range
2408M,24-Aug,RATU SELL,PHABLETS,APPLE,IPHONE 13 128/4GB SIM/ESIM NFC 5G,4.0,10250000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,2,Mid-Range
2408M,24-Aug,RATU SELL,PHABLETS,INFINIX,HOT 40 256/8GB X6836 DUAL NFC LTE,3.0,1700000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,INFINIX,HOT 40 PRO 256/8GB X6837 DUAL NFC LTE,2.0,2300000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,INFINIX,NOTE 40 256/8GB X6853 DUAL NFC LTE,2.0,2600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,INFINIX,SMART 8 128/4GB X6525 DUAL LTE,4.0,1300000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,INFINIX,SMART 8 PRO 128/8GB X6525B DUAL LTE,2.0,1450000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,5.0,1500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,OPPO,A3 PRO 256/8GB CPH2639 DUAL NFC 5G,2.0,4000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,OPPO,A38 128/4GB CPH2579 DUAL LTE,3.0,1800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,OPPO,A38 128/6GB CPH2579 DUAL LTE,2.0,2100000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,OPPO,A60 128/8GB CPH2631 DUAL LTE,4.0,2600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,OPPO,A60 256/8GB CPH2631 DUAL LTE,2.0,3000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,OPPO,RENO 12 256/12GB CPH2625 DUAL NFC 5G,2.0,6999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2408M,24-Aug,RATU SELL,PHABLETS,REDMI,13 128/8GB DUAL NFC LTE,2.0,2100000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,REDMI,13C 128/6GB DUAL NFC LTE,2.0,1500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,3.0,1800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,REDMI,A3 128/4GB DUAL LTE,2.0,1300000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC 5G,1.0,3000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC LTE,3.0,2500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,REDMI,NOTE 13 PRO 256/8GB DUAL/ESIM NFC 5G,1.0,4400000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2408M,24-Aug,RATU SELL,PHABLETS,SAMSUNG,GALAXY A05 64/4GB SMA055F DUAL LTE,3.0,1400000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,3.0,2100000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,SAMSUNG,GALAXY A15 128/8GB SMA155F DUAL NFC LTE,2.0,2700000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA156E DUAL NFC 5G,2.0,3400000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,RATU SELL,PHABLETS,SAMSUNG,GALAXY A35 256/8GB SMA356E DUAL NFC 5G,2.0,5000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2408M,24-Aug,RATU SELL,PHABLETS,SAMSUNG,GALAXY A55 256/8GB SMA556E DUAL/ESIM NFC 5G,4.0,6000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2408M,24-Aug,RATU SELL,PHABLETS,VIVO,Y28 128/8GB DUAL LTE,2.0,2600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY A05 128/4GB SMA055F DUAL LTE,16.0,1599000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,7.0,2099000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY A15 128/8GB SMA155F DUAL NFC LTE,11.0,2699000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA155F DUAL NFC LTE,13.0,2999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA156E DUAL NFC 5G,22.0,3399000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY A25 256/8GB SMA256E DUAL NFC 5G,3.0,4099000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY A35 256/8GB SMA356E DUAL NFC 5G,22.0,4999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY A55 256/12GB SMA556E DUAL/ESIM NFC 5G,20.0,6699000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY A55 256/8GB SMA556E DUAL/ESIM NFC 5G,48.0,5949000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY M15 128/6GB SMM156B DUAL 5G,10.0,2699000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY S23 256/8GB SMS911B DUAL/ESIM NFC 5G,4.0,10200000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY S23 FE 256/8GB SMS711B DUAL/ESIM NFC 5G,5.0,8899000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY S23 ULTRA 256/12GB SMS918B DUAL/ESIM NFC 5G,5.0,16749000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,1,Flagship
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY S24 256/8GB SMS921B DUAL/ESIM NFC 5G,2.0,13249000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,1,Flagship
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY S24 512/8GB SMS921B DUAL/ESIM NFC 5G,1.0,15249000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,512.0,1,Flagship
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY S24 PLUS 256/12GB SMS926B DUAL/ESIM NFC 5G,2.0,15899000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,1,Flagship
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY S24 ULTRA 256/12GB SMS928B DUAL/ESIM NFC 5G,5.0,19999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,1,Flagship
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY S24 ULTRA 512/12GB SMS928B DUAL/ESIM NFC 5G,7.0,22499000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,1,Flagship
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY Z FLIP6 256/12GB SMF741B DUAL/ESIM NFC 5G,3.0,17499000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,1,Flagship
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY Z FLIP6 512/12GB SMF741B DUAL/ESIM NFC 5G,9.0,19499000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,1,Flagship
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY Z FOLD6 1024/12GB SMF956B DUAL/ESIM NFC 5G,5.0,31499000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,1024.0,1,Flagship
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY Z FOLD6 256/12GB SMF956B DUAL/ESIM NFC 5G,8.0,25999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,1,Flagship
2408M,24-Aug,SAMSUNG STORE PARAGON,PHABLETS,SAMSUNG,GALAXY Z FOLD6 512/12GB SMF956B DUAL/ESIM NFC 5G,5.0,31999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,1,Flagship
2408M,24-Aug,SEDAYU PHONE,PHABLETS,INFINIX,SMART 8 128/4GB X6525 DUAL LTE,3.0,1100000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2408M,24-Aug,SEDAYU PHONE,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,2.0,1700000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,SEDAYU PHONE,PHABLETS,REDMI,A3 128/4GB DUAL LTE,2.0,1100000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2408M,24-Aug,SELLULER SHOP,PHABLETS,APPLE,IPHONE 13 128/4GB SIM/ESIM NFC 5G,1.0,10000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,2,Mid-Range
2408M,24-Aug,SELLULER SHOP,PHABLETS,INFINIX,HOT 40 PRO 256/12GB DUAL NFC LTE,1.0,2200000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,0,Entry Level
2408M,24-Aug,SELLULER SHOP,PHABLETS,INFINIX,HOT 40 PRO 256/8GB X6837 DUAL NFC LTE,2.0,2200000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,SELLULER SHOP,PHABLETS,INFINIX,HOT 40I 256/8GB X6528B DUAL NFC LTE,6.0,1700000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,SELLULER SHOP,PHABLETS,INFINIX,NOTE 40 256/8GB X6853 DUAL NFC LTE,14.0,2600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,SELLULER SHOP,PHABLETS,INFINIX,NOTE 40 PRO 256/8GB X6850 DUAL NFC LTE,1.0,3500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,SELLULER SHOP,PHABLETS,INFINIX,NOTE 40S 256/8GB X6850B DUAL NFC LTE,2.0,3100000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2408M,24-Aug,SELLULER SHOP,PHABLETS,INFINIX,SMART 7 128/4GB DUAL LTE,9.0,1250000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2408M,24-Aug,SELLULER SHOP,PHABLETS,INFINIX,SMART 8 64/3GB DUAL LTE,4.0,1100000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",3.0,64.0,0,Entry Level
2408M,24-Aug,SELLULER SHOP,PHABLETS,INFINIX,SMART 8 PLUS 128/4GB DUAL LTE,4.0,1250000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
